287.47,13.53,-2.04,-332,366,2176,0
287.03,14.62,-1.03,-280,472,2071,0
286.60,15.68,-0.13,-216,519,1976,0
286.10,16.66,0.68,-168,463,1927,0
285.51,17.52,1.40,-135,344,1879,0
284.85,18.35,2.01,-87,198,1776,0
284.16,19.09,2.50,-40,95,1683,0
283.47,19.72,2.90,-17,43,1625,0
282.87,20.32,3.18,-1,49,1638,0
282.38,20.85,3.24,23,31,1661,0
282.01,21.35,3.03,58,-42,1677,0
281.72,21.77,2.63,109,-141,1690,0
281.52,22.15,2.18,158,-220,1726,0
281.42,22.49,1.83,174,-273,1769,0
281.42,22.77,1.65,176,-258,1827,0
281.53,22.97,1.54,153,-93,1891,0
281.72,23.14,1.32,115,91,1975,0
281.97,23.23,0.88,72,218,2041,0
282.20,23.32,0.30,42,284,2087,0
282.41,23.43,-0.28,43,313,2076,0
282.58,23.54,-0.84,63,344,2044,0
282.72,23.63,-1.36,107,360,2018,0
282.86,23.76,-1.84,159,353,1981,0
282.98,23.84,-2.35,223,320,1940,0
283.09,23.85,-2.85,239,295,1896,0
283.18,23.86,-3.30,238,248,1865,0
283.27,23.86,-3.73,248,232,1882,0
283.36,23.84,-4.14,244,231,1906,0
283.49,23.85,-4.50,226,201,1945,0
283.68,23.84,-4.82,198,182,1944,0
283.88,23.84,-5.05,136,191,1945,0
284.09,23.83,-5.14,35,216,1945,0
284.21,23.86,-5.07,-40,255,1905,0
284.31,23.94,-4.93,-83,335,1766,0
284.31,24.11,-4.76,-82,410,1618,0
284.24,24.31,-4.62,-60,457,1550,0
284.14,24.51,-4.55,-7,501,1565,0
283.97,24.73,-4.56,68,507,1606,0
283.86,24.91,-4.60,151,486,1643,0
283.78,25.04,-4.66,225,442,1656,0
283.80,25.13,-4.75,278,359,1663,0
283.88,25.16,-4.81,296,271,1690,0
284.01,25.19,-4.71,317,240,1743,0
284.26,25.23,-4.60,325,278,1832,0
284.60,25.23,-4.54,284,307,1958,0
285.00,25.24,-4.55,223,276,2086,0
285.40,25.23,-4.56,157,233,2152,0
285.80,25.28,-4.49,105,171,2164,0
286.14,25.36,-4.29,60,222,2198,0
286.46,25.42,-4.12,-25,358,2255,0
286.70,25.54,-4.08,-111,491,2303,0
286.82,25.71,-4.24,-156,571,2304,0
286.87,25.93,-4.54,-160,625,2250,0
286.78,26.25,-4.88,-134,592,2188,0
286.61,26.61,-5.12,-84,554,2103,0
286.31,27.06,-5.25,0,512,2020,0
285.99,27.49,-5.33,61,489,1950,0
285.64,27.87,-5.43,100,514,1888,0
285.28,28.24,-5.63,100,561,1835,0
284.92,28.55,-5.94,89,549,1793,0
284.49,28.86,-6.28,100,514,1783,0
284.06,29.13,-6.58,117,472,1770,0
283.64,29.36,-6.91,148,439,1770,0
283.21,29.57,-7.28,187,395,1773,0
282.81,29.72,-7.78,202,303,1787,0
282.40,29.85,-8.32,214,209,1779,0
282.05,29.98,-8.85,234,128,1759,0
281.77,30.12,-9.35,248,63,1740,0
281.49,30.23,-9.75,244,-5,1730,0
281.24,30.32,-9.98,249,-34,1748,0
281.09,30.42,-10.10,267,-21,1776,0
280.97,30.51,-10.23,261,-12,1799,0
280.95,30.59,-10.37,225,6,1793,0
280.95,30.68,-10.53,196,2,1797,0
280.95,30.81,-10.65,177,-17,1785,0
280.94,30.93,-10.62,163,-34,1801,0
280.95,31.07,-10.42,151,-27,1820,0
280.94,31.21,-10.13,138,-6,1843,0
280.96,31.32,-9.86,132,47,1842,0
280.99,31.36,-9.80,133,121,1855,0
281.04,31.33,-9.92,127,128,1883,0
281.06,31.23,-10.10,128,135,1925,0
281.07,31.08,-10.23,91,152,1968,0
281.02,30.89,-10.29,56,148,1988,0
280.92,30.70,-10.27,52,175,1985,0
280.79,30.49,-10.23,51,192,1944,0
280.65,30.30,-10.28,50,210,1926,0
280.50,30.12,-10.46,49,194,1913,0
280.33,29.96,-10.72,59,166,1945,0
280.16,29.85,-10.96,51,140,1979,0
280.00,29.72,-11.13,42,91,2023,0
279.85,29.65,-11.21,42,68,2046,0
279.69,29.67,-11.19,57,56,2036,0
279.53,29.75,-11.19,97,56,2023,0
279.36,29.84,-11.23,132,64,2016,0
279.18,29.95,-11.34,176,68,2020,0
278.99,30.07,-11.48,207,47,2024,0
278.79,30.17,-11.48,186,12,1993,0
278.55,30.32,-11.25,148,19,1941,0
278.31,30.55,-10.95,162,98,1905,0
278.03,30.81,-10.72,206,158,1915,0
277.72,31.04,-10.54,240,186,1958,0
277.40,31.22,-10.45,232,178,2006,0
277.05,31.35,-10.38,207,164,2017,0
276.70,31.50,-10.28,219,170,2007,0
276.36,31.63,-10.33,250,155,1972,0
276.08,31.73,-10.56,268,132,1962,0
275.84,31.76,-10.93,288,75,1968,0
275.64,31.76,-11.27,293,24,1961,0
275.45,31.75,-11.60,293,2,1963,0
275.36,31.73,-11.84,269,39,1990,0
275.27,31.68,-12.07,251,88,2000,0
275.27,31.62,-12.40,232,114,1974,0
275.26,31.59,-12.70,215,105,1941,0
275.24,31.55,-12.92,194,95,1912,0
275.23,31.53,-12.99,170,79,1893,0
275.24,31.53,-12.93,153,84,1857,0
275.24,31.58,-12.86,141,102,1791,0
275.28,31.63,-12.78,138,132,1757,0
275.25,31.65,-12.76,150,137,1760,0
275.22,31.61,-12.80,162,135,1812,0
275.19,31.50,-12.88,150,129,1868,0
275.10,31.34,-12.98,157,101,1890,0
275.01,31.16,-13.09,172,91,1894,0
274.92,30.97,-13.22,181,92,1912,0
274.83,30.78,-13.41,180,88,1934,0
274.73,30.61,-13.63,177,77,1968,1
274.62,30.48,-13.85,178,60,1998,1
274.48,30.41,-14.05,194,45,2021,1
274.34,30.35,-14.17,198,55,2014,1
274.18,30.33,-14.22,211,60,2000,1
274.01,30.34,-14.29,224,82,1991,1
273.78,30.33,-14.36,211,142,1961,1
273.54,30.35,-14.51,208,194,1910,1
273.22,30.41,-14.77,225,245,1856,1
272.81,30.46,-15.13,237,236,1838,1
272.32,30.46,-15.51,244,257,1851,1
271.76,30.43,-15.89,215,272,1887,1
271.12,30.34,-16.27,196,304,1968,1
270.39,30.24,-16.61,179,366,2032,1
269.57,30.05,-16.94,173,407,2086,1
268.66,29.81,-17.25,157,375,2104,1
267.68,29.53,-17.57,165,322,2108,1
266.59,29.19,-17.87,166,295,2104,1
265.41,28.75,-18.13,148,264,2093,1
264.11,28.19,-18.42,143,223,2096,1
262.75,27.40,-18.76,117,142,2186,1
261.30,26.39,-19.24,71,35,2322,1
259.75,25.11,-19.88,28,-25,2424,1
258.19,23.61,-20.85,0,-88,2473,1
256.59,21.81,-22.21,-14,-157,2561,1
255.16,19.65,-23.98,-54,-200,2717,1
253.89,17.06,-26.44,-136,-277,2988,1
252.89,14.11,-29.73,-257,-486,3367,1
252.22,10.90,-33.67,-337,-858,3761,1
252.00,7.54,-38.13,-395,-1320,4028,1
252.41,4.19,-42.95,-414,-1814,4091,1
253.58,0.90,-47.99,-491,-2495,4176,1
255.69,-2.04,-53.12,-596,-3148,4429,1
259.06,-4.42,-58.36,-796,-3954,4728,1
263.79,-6.03,-63.52,-952,-4433,5015,1
270.19,-6.88,-68.87,-1191,-4651,5375,1
278.33,-6.86,-74.82,-1382,-4668,5781,1
288.31,-5.90,-81.64,-1586,-4882,6312,1
300.00,-3.55,-88.98,-1876,-6034,6715,1
313.27,0.72,-95.07,-2175,-7359,6752,1
328.36,6.85,-98.39,-2826,-8693,6722,1
345.52,15.30,-98.79,-3652,-9772,6562,1
365.84,25.69,-96.35,-4989,-8433,6321,1
389.12,37.32,-91.22,-6731,-5725,5474,1
413.41,49.11,-81.83,-8491,-4056,3336,1
436.58,58.64,-66.45,-11147,-1942,220,1
456.01,64.72,-45.96,-14317,-959,-2731,1
469.60,69.37,-20.30,-16056,1967,-3887,1
479.41,72.75,7.33,-14510,6389,-3733,1
483.65,77.14,24.79,-10531,9173,-2775,1
483.99,82.50,31.26,-6670,8918,-4366,1
482.92,87.11,29.27,-4502,6174,-5668,1
480.66,90.74,25.51,-3308,5246,-6194,1
478.61,93.98,21.89,-2280,4949,-6545,1
476.74,97.12,18.11,-992,4246,-6253,1
475.34,99.64,14.86,-105,3173,-5645,1
473.38,101.58,13.26,361,2532,-4792,1
469.43,103.07,13.53,179,3123,-3739,1
463.26,104.14,14.27,-601,4334,-2817,1
455.60,105.00,13.03,-1526,5363,-2412,1
447.01,105.40,8.75,-2358,5874,-2347,1
437.72,105.08,1.68,-2922,6046,-2345,1
427.75,103.73,-7.46,-3310,5773,-2205,1
416.57,101.19,-16.87,-3741,5867,-2054,1
403.55,97.32,-25.01,-4557,5880,-2091,1
388.36,92.70,-31.54,-4933,5628,-2148,1
372.01,87.47,-37.58,-4248,4621,-1558,1
356.27,80.85,-44.75,-3198,2218,-487,0
341.50,73.76,-52.35,-1648,-532,492,0
327.68,66.70,-58.40,-267,-2193,897,0
315.24,59.61,-62.12,72,-2618,1076,0
305.11,52.59,-64.94,-261,-2962,1797,0
296.64,46.06,-68.81,-557,-3776,3418,0
289.15,40.55,-73.60,-626,-5344,4743,0
282.09,36.08,-77.56,-514,-6781,5527,0
275.79,32.86,-79.23,-433,-7071,5827,0
270.79,30.88,-79.10,-499,-6771,5743,0
266.79,30.08,-78.56,-557,-6366,5533,0
263.70,30.28,-78.26,-476,-5980,5346,0
261.26,31.09,-77.84,-331,-5338,5191,0
259.48,32.31,-77.04,-162,-4481,4872,0
258.21,33.72,-76.06,2,-3453,4394,0
257.38,34.93,-75.41,81,-2603,3877,0
256.74,35.69,-75.29,102,-2128,3435,0
256.26,36.07,-75.31,117,-1857,3006,0
255.84,36.09,-75.20,177,-1604,2593,0
255.55,35.85,-74.99,243,-1334,2248,0
255.37,35.36,-74.74,279,-1023,1953,0
255.32,34.68,-74.47,243,-734,1756,0
255.35,33.90,-74.34,182,-494,1686,0
255.43,33.12,-74.42,136,-409,1682,0
255.50,32.43,-74.62,163,-424,1688,0
255.62,31.86,-74.77,214,-415,1687,0
255.79,31.40,-74.80,255,-386,1707,0
256.01,31.08,-74.70,289,-382,1746,0
256.21,30.90,-74.34,310,-353,1777,0
256.50,30.90,-73.80,340,-271,1752,0
256.87,31.04,-73.13,402,-229,1721,0
257.28,31.29,-72.43,437,-189,1689,0
257.68,31.51,-71.86,438,-147,1705,0
258.06,31.73,-71.36,426,-93,1755,0
258.41,31.93,-70.85,427,-48,1824,0
258.73,32.13,-70.29,435,3,1904,0
258.98,32.30,-69.71,435,26,1942,0
259.18,32.45,-69.13,463,70,1953,0
259.33,32.57,-68.64,487,117,1965,0
259.42,32.67,-68.22,503,138,1955,0
259.43,32.72,-67.99,529,120,1949,0
259.37,32.81,-67.87,546,30,1954,0
259.27,32.88,-67.71,555,-71,1945,0
259.11,32.99,-67.42,565,-169,1909,0
258.89,33.09,-66.91,562,-240,1867,0
258.63,33.20,-66.19,573,-220,1811,0
258.32,33.35,-65.53,601,-135,1783,0
258.01,33.45,-65.15,609,-46,1804,0
257.64,33.51,-65.09,610,-44,1829,0
257.21,33.56,-65.19,609,-110,1818,0
256.73,33.61,-65.32,607,-222,1770,0
256.24,33.66,-65.30,610,-330,1701,0
255.77,33.65,-65.07,589,-392,1652,0
255.29,33.66,-64.68,576,-429,1611,0
254.83,33.69,-64.21,571,-384,1613,0
254.42,33.65,-63.87,546,-317,1619,0
254.04,33.62,-63.78,514,-315,1629,0
253.68,33.58,-63.77,484,-325,1661,0
253.34,33.53,-63.79,470,-372,1714,0
253.01,33.48,-63.76,468,-418,1755,0
252.72,33.41,-63.57,463,-457,1750,0
252.46,33.33,-63.30,461,-479,1700,0
252.24,33.25,-62.92,456,-475,1654,0
252.02,33.16,-62.55,443,-425,1653,0
251.85,33.07,-62.21,456,-375,1690,0
251.69,32.97,-61.97,465,-364,1728,0
251.54,32.85,-61.72,476,-376,1760,0
251.41,32.73,-61.50,482,-395,1792,0
251.28,32.60,-61.26,484,-363,1807,0
251.12,32.47,-61.03,486,-329,1840,0
250.99,32.34,-60.80,488,-298,1872,0
250.79,32.19,-60.59,487,-272,1896,0
250.61,32.07,-60.41,480,-243,1917,0
250.38,31.96,-60.26,475,-240,1921,0
250.09,31.87,-60.17,486,-246,1895,0
249.78,31.81,-60.09,490,-262,1850,0
249.48,31.77,-59.99,501,-281,1801,0
249.16,31.74,-59.91,500,-295,1763,0
248.85,31.68,-59.87,502,-306,1755,0
248.55,31.62,-59.85,489,-338,1765,0
248.26,31.54,-59.84,485,-375,1753,0
247.99,31.45,-59.79,485,-421,1729,0
247.73,31.38,-59.67,488,-449,1703,0
247.50,31.27,-59.52,496,-455,1703,0
247.29,31.17,-59.39,493,-450,1748,0
247.10,31.03,-59.33,477,-444,1793,0
246.94,30.93,-59.26,462,-459,1796,0
246.79,30.84,-59.13,460,-483,1777,0
246.67,30.78,-58.92,454,-455,1778,0
246.52,30.72,-58.70,441,-409,1803,0
246.40,30.69,-58.46,421,-365,1832,0
246.23,30.66,-58.27,407,-335,1854,0
246.06,30.70,-58.12,408,-316,1853,0
245.88,30.76,-58.00,417,-325,1857,0
245.71,30.85,-57.82,427,-333,1849,0
245.51,30.95,-57.62,433,-337,1836,0
245.28,31.04,-57.41,437,-331,1817,0
245.05,31.12,-57.22,437,-313,1802,0
244.81,31.17,-57.05,434,-290,1782,0
244.55,31.22,-56.94,448,-250,1769,0
244.30,31.26,-56.95,455,-259,1756,0
244.04,31.31,-57.04,463,-291,1751,0
243.80,31.34,-57.21,463,-330,1748,0
243.56,31.33,-57.40,457,-388,1751,0
243.34,31.30,-57.53,438,-449,1774,0
243.13,31.27,-57.55,441,-488,1788,0
242.91,31.24,-57.47,443,-510,1787,0
242.72,31.23,-57.34,430,-482,1781,0
242.56,31.22,-57.20,428,-450,1779,0
242.40,31.20,-57.15,428,-447,1783,0
242.27,31.19,-57.12,433,-451,1796,0
242.11,31.19,-57.09,424,-457,1795,0
241.97,31.19,-56.96,433,-450,1781,0
241.82,31.19,-56.79,435,-416,1773,0
241.69,31.18,-56.65,435,-384,1767,0
241.53,31.17,-56.54,439,-359,1775,0
241.36,31.13,-56.44,432,-347,1790,0
241.18,31.10,-56.36,434,-330,1774,0
240.94,31.06,-56.26,446,-317,1733,0
240.71,30.99,-56.14,448,-317,1708,0
240.46,30.90,-56.01,455,-310,1686,0
240.13,30.78,-55.92,461,-295,1660,0
239.82,30.63,-55.86,467,-301,1661,0
239.48,30.44,-55.87,475,-309,1684,0
239.14,30.28,-55.90,494,-324,1708,0
238.80,30.06,-55.98,495,-352,1718,0
238.47,29.85,-56.03,480,-374,1734,0
238.12,29.62,-56.06,468,-380,1763,0
237.75,29.35,-56.05,462,-392,1790,1
237.36,29.04,-56.05,452,-402,1805,1
236.96,28.69,-56.15,429,-385,1810,1
236.58,28.32,-56.33,411,-361,1826,1
236.16,27.89,-56.66,399,-326,1844,1
235.68,27.40,-57.09,371,-313,1845,1
235.21,26.80,-57.53,361,-321,1838,1
234.69,26.04,-58.01,341,-310,1846,1
234.07,25.07,-58.59,322,-296,1873,1
233.41,23.89,-59.36,314,-278,1907,1
232.70,22.52,-60.37,313,-281,1953,1
231.93,20.96,-61.71,329,-331,1971,1
231.10,19.14,-63.40,307,-479,1993,1
230.29,17.11,-65.23,283,-635,2067,1
229.54,14.92,-67.02,260,-723,2181,1
228.90,12.57,-68.83,228,-744,2294,1
228.50,10.10,-70.82,168,-775,2338,1
228.26,7.58,-73.00,119,-793,2310,1
228.29,5.07,-75.40,97,-871,2276,1
228.52,2.59,-77.95,91,-1099,2250,1
229.00,0.24,-80.56,35,-1562,2315,1
229.75,-1.81,-82.76,11,-2407,2409,1
231.07,-3.43,-84.00,44,-3050,2472,1
233.20,-4.62,-84.74,2,-3524,2591,1
236.31,-5.28,-85.67,-97,-3869,2795,1
240.58,-5.30,-87.49,-308,-4338,3124,1
246.08,-4.43,-90.53,-566,-4852,3518,1
252.95,-2.51,-94.50,-891,-6043,3910,1
261.32,0.95,-98.36,-1153,-7998,4190,1
271.73,6.32,-100.36,-1276,-9448,4424,1
285.48,13.53,-100.88,-1654,-10391,5007,1
303.15,22.89,-101.23,-2235,-10985,5612,1
324.33,34.35,-99.68,-2941,-11339,5408,1
348.10,46.94,-93.67,-3824,-9769,4757,1
373.31,58.39,-82.22,-5480,-6965,3547,1
399.02,67.10,-66.42,-7861,-4604,1373,1
423.86,71.56,-47.01,-11683,-3561,-1557,1
445.31,71.37,-24.30,-14590,-1551,-2995,1
462.85,68.31,2.18,-16211,3292,-3124,1
475.46,65.55,23.04,-14175,7153,-1480,1
480.18,67.50,28.78,-9773,9794,-2212,1
481.65,72.14,25.54,-5332,5916,-5205,1
478.62,75.06,19.03,-3262,3417,-5199,1
476.27,76.70,14.91,-2663,3728,-4597,0
475.56,78.92,11.09,-1210,3275,-3266,0
476.25,81.04,7.92,468,533,-2102,0
477.33,82.27,7.86,1326,-1554,-1055,0
477.89,82.82,11.30,1506,-1320,-733,0
478.41,83.05,15.14,1588,-424,-702,0
479.01,82.95,17.83,1358,647,-503,0
479.45,82.74,19.30,924,1292,-394,0
479.18,82.99,19.67,837,1569,-266,0
478.61,83.17,19.14,689,1451,83,0
477.81,83.19,18.12,594,1179,499,0
476.97,83.07,17.22,589,916,871,0
476.02,82.84,16.57,630,613,1232,0
474.80,82.63,16.17,746,260,1530,0
473.49,82.46,15.84,907,85,1773,0
472.30,82.21,15.25,979,37,2027,0
471.19,81.94,14.40,996,-111,2258,0
469.98,81.92,13.48,1038,-390,2317,0
468.64,82.14,12.73,1148,-598,2235,0
467.45,82.46,12.01,1173,-572,2130,0
466.47,82.74,11.23,1098,-540,2066,0
465.51,83.10,10.48,1027,-462,2019,0
464.56,83.50,9.74,986,-387,2014,0
463.54,83.93,9.03,978,-369,1986,0
462.40,84.45,8.52,960,-297,1881,0
461.15,84.93,8.23,913,-254,1710,0
459.70,85.49,8.20,902,-227,1462,0
458.08,86.04,8.38,874,-229,1245,0
456.30,86.61,8.72,925,-204,1144,0
454.56,87.15,8.98,977,-58,1101,0
453.10,87.59,8.84,1030,131,1073,0
451.86,87.78,8.41,900,387,1109,0
450.31,87.94,8.27,572,709,1070,0
447.63,88.26,8.80,192,838,1032,0
443.69,88.88,10.03,-183,985,933,0
438.60,89.82,11.51,-487,1274,864,0
432.94,91.03,12.31,-693,1867,813,0
426.99,92.36,11.91,-928,2191,731,0
420.60,93.80,10.41,-993,2304,665,0
413.73,95.16,8.29,-1120,2239,591,0
406.38,96.37,5.76,-1139,2120,474,0
398.48,97.42,2.93,-1199,1926,428,0
390.12,98.31,-0.06,-1160,1748,422,0
381.52,99.13,-2.91,-1058,1719,368,0
372.99,99.69,-5.57,-828,1827,299,0
364.75,100.04,-8.53,-332,1670,367,0
356.94,99.99,-12.02,193,1150,592,0
349.46,99.49,-15.55,522,587,845,0
342.16,98.62,-18.83,659,162,1023,0
334.93,97.51,-21.73,714,-150,1268,0
327.75,96.24,-24.33,945,-359,1669,0
320.88,94.69,-26.63,1030,-549,1990,0
314.32,92.98,-28.60,1101,-809,2095,0
308.01,91.29,-30.04,1214,-1068,1939,0
302.07,89.55,-31.19,1318,-1138,1819,0
296.30,87.75,-32.28,1438,-1132,1844,0
290.84,85.78,-33.56,1460,-1014,2019,0
285.57,83.58,-35.34,1382,-875,2253,0
280.39,81.30,-37.60,1335,-813,2441,0
275.33,78.95,-39.93,1354,-856,2351,0
270.37,76.28,-41.95,1427,-920,2198,0
265.56,73.00,-44.18,1429,-993,2398,0
260.89,69.18,-46.87,1261,-1132,2638,0
256.14,65.25,-49.74,1230,-1164,2697,0
251.55,61.32,-52.46,1231,-1183,2557,0
247.28,57.41,-54.83,1228,-1302,2311,0
243.36,53.48,-56.94,1163,-1397,2167,0
239.73,49.39,-59.17,926,-1463,2272,0
236.22,45.36,-61.57,696,-1496,2429,0
232.84,41.55,-63.95,577,-1510,2496,0
229.70,38.02,-66.38,502,-1402,2467,0
226.81,34.78,-68.81,426,-1310,2418,0
224.12,31.73,-71.20,355,-1337,2415,0
221.65,28.96,-73.45,272,-1478,2463,0
219.41,26.49,-75.26,230,-1666,2449,0
217.44,24.38,-76.56,256,-1736,2358,0
215.76,22.63,-77.42,280,-1655,2292,0
214.34,21.15,-78.07,264,-1549,2308,0
